StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81a,Q81b,Q82,Q83,Q160,Q84,Q93,Q94a,Q95a,Q159,Q96a,Q92,Q94b,Q95b,Q96b,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q111,Q112,Q113,Q114,Q115,Q117,Q118,Q119,Q157,Q158,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q147,Q146,Q145,Q148,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
2018-05-27 17:03:31,2018-05-27 17:21:28,IP Address,,100,1077,True,2018-05-27 17:21:28,R_2b4cLcBtmnfc28j,,,,,,,anonymous,HE,זכר,23,0,כן,תואר ראשון,2,כן,"CalculateGameDifficulty(n,m,numMines)",GetElapsedTime,Minefield,"חושף בפני המשתמש את הערך של המשבצת, או מסיים את המשחק אם יש -1",,,,,,,,,,,,,,,,,,,,,roomWithCheese,visitedRooms,maze,,,,,,,,,,,,,,,,,,,Size,Arranges the files in alphabetical ascending order (A first),An iterable collection of files or pointers to file,An iterable sorted as desired,EnlargeFile(file) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaxPinuks,MoneyPerPinuk,AvailablePinuks,CanUnlockPinuk,,,,,"[5,7,9]",Resize,Width = factor*width,,
2018-05-27 17:02:04,2018-05-27 17:23:15,IP Address,,100,1271,True,2018-05-27 17:23:16,R_1rqAUvYFPuJeQBd,,,,,,,anonymous,HE,זכר,25,1,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,cur_cheese_pos,already_been_there,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benefits_per_month,min_billing_amount ,benefits_number,num_of_benefits_is_bigger_than,,,,,var,0 או 1,לייצג שחקנים,0 או 1,,מקטינה פי כמה,גדגכשדגכ,,
2018-05-27 17:03:53,2018-05-27 17:26:40,IP Address,,100,1366,True,2018-05-27 17:26:40,R_1FEW73SEYEQqDXa,,,,,,,anonymous,HE,נקבה,25,2,כן,תואר ראשון,2,,,,,,,,,,,מחזיר משכורת לפי מספר שעות עבודה וערך שכר שעתי ,מספר שעות עבודה ,ערך שכר שעתי,return hours*rate;,full_time_hours,extra_time_rate,,,,,,,cheese_cur_pos,mouse_pos_history,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"howMany(recipe, biscuits, ice_cream, wrap_paper(",units*price-units*cost,Number of units produced,Cost of making a unit,Price in which a unit is sold,,,,,,,בודק אם הקומה הרצויה מעל או מתחת לקומה הנוכחית למחשב כמה קומות צריך לעלות/לרדת בהתאם. ,dest_floor,current_floor,gap,isDoorOpen,for i between 0-max_floor: { openDoor(); isDoorOpen=true } ,max_benefits,exchange_rate,current_month_benefits,"boolean isBalancePositive(int current_month_benefits, int used_benefits (",,,,,,,,,"[5,7,9]",,,,
2018-05-27 17:12:30,2018-05-27 17:27:18,IP Address,,100,887,True,2018-05-27 17:27:18,R_31BNDNDsEVFX2Wv,,,,,,,anonymous,HE,זכר,28,,כן,תואר ראשון,2,,,,,,Yes,"determine_diff(grid_size, mines_amount)",game_clock,game_board,"reveals the (row,col) coardinate square.",,,,,,,,,,,,,cheese_location,cheese_location_history,maze_coards,,,,,,,,,,,,,,,,,,,,,,file_size,arranging the display of given files list by lexicographic order.,a files which we want to sort by name.,"None, just arranging the given files list.",can_allocate_extra_disk(int size_to_inc),,,,,,,,,,,"predict_yield(biscuits, icecream_cups, wrappers)",calculates the profit can be made by producing sandwiches with the given ingredients,array of the ingredients units,array of the ingerdients prices,array of the ingerdients total prices,,,,,,,determine the traveling direction of the elevator,requested_level,current_level,levels_to_travel,is_door_opened,for (int floor = 1; floor++; floor++) { go_up(floor),,,,,,,,,int,"0, 1",לציין מי השחקנים המשתתפים במשחק.,הטיפוסים יכולים להיות ID של השחקן ולכן משתנה INT. באותה המידה יכול להיות פוינטר לאובייקט המייצג שחקן.,,,,,
2018-05-27 12:01:30,2018-05-27 17:30:43,IP Address,,100,19753,True,2018-05-27 17:30:44,R_2YQ7OmSZmK17qJQ,,,,,,,anonymous,HE,נקבה,24,0,כן,תואר ראשון,2,כן,gameLevel,time,gameBoard,לחשוף מה נמצא בתא שנמצא בשורה והעמודה בקלט,,,,,,,,,,,,,,,,,,dayleyCheeseLocation,placesSearched,labirint,,,,,,,,,,,,,,,,,,,,,,,,,,,fileSize,"מסדרת קבצים לפי הא""ב של השם","הקבצים שצריך למיין, מסוג File*","אותו סוג, רשימת קבצים ",checkForSpace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"player שממנו יורשים playerA,playerB","playerA,playerB, תיקו",שני השחקנים במשחק,טיפוס player,"[5,7,9 ]","משנה את גודל התמונה בהתאם לפקטור, אם גדול מאחד מגדילה",this.width = val,,
2018-05-27 17:10:09,2018-05-27 17:33:52,IP Address,,100,1422,True,2018-05-27 17:33:53,R_8H7UeoShR5tDtOp,,,,,,,anonymous,HE,זכר,26,1,כן,תואר ראשון,2,,,,,,,,,,,מחשב את השכר השבועי של העובד,כמה שעות באותו שבוע עבד העובד,השכר השעתי הקבוע של העובד,return hours*rate,max_hours_per_week,overtime_bonus_per_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file_size,מיון רשימת קבצים לפי השם,רשימת קבצים,רשימת קבצים ממויינת,check_file_allocation(file),"casata_amount_per_stock(num_choco, num_vanille, num_paper)",מחשב את הרווח עבור מניות,כמות המניות,עלות הוצאות,עלות המניות,,,,,,מזיז את המעלית בהתאם ללחיצת הכפתור והמיקום הנוכחי,pressed_floor,curr_floor,dest_floor,door_state,while curr_floor!=max_floor: open_door closer_door go_up(1) ,,,,,,,,,,,,,,,,,,,חיבור של שתי הרשימות,מתקן את גודל התמונה לפי הפקטור הנתון,width*factor,,
2018-05-27 17:25:29,2018-05-27 17:33:58,IP Address,,100,508,True,2018-05-27 17:33:58,R_OQgke52NsCRZic9,,,,,,,anonymous,HE,זכר,24,0,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,game_table,play one round in the game,row of the point we want to add,col of the point we want to add,show_table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מקבל אם המעלית מתבקשת לעלות או לרדת,up_threshold,down_tresh,gap_thres,door,,user_gifts,max_income,month_gifts,balnce_calcul,,,,,,,,,סכימה איבר איבר של הרשימה,,,,
2018-05-27 17:08:00,2018-05-27 17:35:10,IP Address,,100,1629,True,2018-05-27 17:35:11,R_1GVzVDvUDHwp1kC,,,,,,,anonymous,HE,זכר,19,0,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cheese_loc,bad_list,maze,cur_board,שם איקס או עיגול במיקום שקיבלנו תלוי בתור,שורה בלוח,עמודה בלוח,print_board,,,,,,,,,,,,,,,,,,,,,num_of_casetas,מחשב את הרווח של אורי,כמה קסטות יש לאורי,כמה עולה לאורי להכין קסטה אחת,בכמה אורי מוכר כל קסטה,,,,,,,,,,,,בודק האם הקומה המבוקשת נמצאת מעל או מתחת לקומה הנוכחית של המעלית ואז בוחר אם לעלות למעלה או לרדת למטה בהתאם למצב,next,cur,steps,door_state,while i&lt;=highest_floor: go_up(1) open_door i += 1 wait(5) close_door,,,,,max_pinuk,pinuk_money,cur_pinuk,pinuk_available,string,"""playerA"", ""playerB""",לייצג את המהלכים של כל שחקן,"""string ; ""rock"", ""paper"", ""scissors",,,,,
2018-05-27 17:04:45,2018-05-27 17:35:28,IP Address,,100,1843,True,2018-05-27 17:35:28,R_1r698WxAtRBtcNW,,,,,,,anonymous,HE,זכר,24,2,כן,תואר ראשון,2,,,,,,Yes,difficulty_analize,time,mine_status,"משנה בגואי את הציור במשבצת row,col לאחר חשיפתו",,,,,,,,,,,,,cizz_loc,loc_history,lab,,,,,,,,,,,,cur,"מוסיף סימן של מי שהתור שלו בint row, int col",להגדיר מספר שורה,להגדיר מספר טור,"show_board(x_locations, y_locations)",,,,,,size,ממיינת את הערכים לפי שם,"להצביע למערך, type- init",לא מחזריה כלום,space_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boolian,"true, fales",להגדיר שחקנים,"טיפוס - int ערכים - 0,1",,משנה הערכים של כל הפיקסלים לפי פונקציה כלשהיא,pic_width+=n,,
2018-05-27 17:09:46,2018-05-27 17:36:33,IP Address,,100,1606,True,2018-05-27 17:36:34,R_2aPl9oyVpWJSnj4,,,,,,,anonymous,HE,זכר,20,2,כן,תואר ראשון,2,כן,,,,,,,,,,משלם לכל עובד לפי כמה זמן הוא עבד וכמה טוב העובד עבד,מספר השעות שהעובד עבד,לא כתוב בשאלה אבל זה נראה שהתוכנה מתחשבת גם בכמה העובד הספיק לעשות בכמות שעות הנל,"(for hour in pay(hour,rate :  pay=0 initialhourlypay=int x pay+=initial..*rate return pay;",full_time,initialhourlypay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(icecakefactory(biscuit,icecream,rappaper",returns the profit for the stuff we buy,how many of the stuff we buy, for the itemhow much we pay,how much we sell the item,,,,,,by using those function we go up or go down the number of floors that we need to reach the destination,currfloor,destfloor,deltafloors,bool doorstate,,,,,,,,,,,,,,,,,,,,"[1,2,3,4,5,6]",ממשנה את הגודל של התמונה לפי הפאקטור הנתון,width=width*factor,,
2018-05-27 17:28:51,2018-05-27 17:38:22,IP Address,,100,570,True,2018-05-27 17:38:22,R_2ck0ycQi8cb4RrQ,,,,,,,anonymous,HE,נקבה,25,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,Cheese_loc_today,visited_rooms,maze,,,,,,,,,,,,,,,,,,,,,,size,ממיינת את הקבצים על פי סדר לקסיקוגרפי,רשימה של אובייקטים מסוג קובץ,רשימה ממוינת של אוביקטים מסוג קובץ,check_availble_spave(size),,,,,,,,,,,"calculate_ingridients(biscuits, ice_cream, wrapping)","מחשבת כמה רווח צפוי בהנתן מס' יחידות, העלות והתמחור שלהם.",להגיד כמה יחידות יש למכירה,כמה עולה לייצר כל יחידה,בכמה אפשר למכור כל יחידה,,,,,,,אומר למעלית לעלות או לרדת,curfloor,nextfloor,direction,door_status,while i&gt;num_floors: elevator.up elevator.open doors i++,,,,,,,,,Player,"playerA,  playerB",לייצג אסטרטגיות של שחקנים,מחלקה,"[5,7,9]",,,,
2018-05-27 17:20:34,2018-05-27 17:40:51,IP Address,,100,1216,True,2018-05-27 17:40:51,R_27saCZHjFJlvcl5,,,,,,,anonymous,HE,זכר,24,0,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cheeseToday,alreadyVisited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"הקטע מחשב את המשתנים שהתקבלו יחסית לvar2, ולפיכך מחשב ושם בVAR3 את כמות הקומות שיש לרדת/לעלות",UPfloors,currentFLoor,DownFloors,isOPen,"Im sorry, but I have a lot of homework, and its already too long!",,,,,maxBenefits,isEntitledForBenfit,currentMonthEntitlness,"isEntitledThisMonth(currentMonthEntitlness,currentMonthUsed)",Player,"player A, Player B, None",ייצוג השחקן המנצח/ייצוג תיקו,טיפוס מייצג שחקן ובחירותיו ,"[5,7,9]",resizing by factor,image.width= newWIdth,,
2018-05-27 17:26:38,2018-05-27 17:41:46,IP Address,,100,908,True,2018-05-27 17:41:46,R_1MY6Fu3Aut0NwSx,,,,,,,anonymous,HE,זכר,25,2,כן,תואר ראשון,2,כן,get_game_dificulty_level(),timer,mine_field,attempts to expose a specific tile in the mine field,,,,,,,,,,,,returns hours times rate,to indicate how many hours a worker worked this month,to indicate how much many per hour a worker makes,"pay(hours, rate) { return hours*rate; }",reg_rate,holiday_rate,,,,,,,,,,board,attempts to mark a specific square,indicate at which row to mark,indicate at which column to mark,print_board(board),,,,,,,,,,,,,,,,,,,,,,,,,,"sandwich_potential(biscuits, ice_cream_cups, wrap_h, wrap_w","calculates how much profit was made given number of units sold, cost per unit and price the unit is sold at",how many sandwiches were sold,cost to make produce one sandwich,the price at wich an ice cream sandwich is sold,,,,,,,,,,,,,,,,,,,,,,,,,"[9,7,5]",creates the same picture at a different size,width = new_width,,
2018-05-27 17:26:36,2018-05-27 17:45:25,IP Address,,100,1128,True,2018-05-27 17:45:25,R_blRBOthKLvKC0MN,,,,,,,anonymous,HE,זכר,27,0,כן,תואר ראשון,3,,,,,,Yes,"int gameDifficulty(int gridSize, int minesNumber)",currentTime,GridScore,"revealing the sqaure at row, col (after a click)",,,,,,,,,,,,,cheesePlace,visitedPlaces,Maze,,,,,,,board,"assigns the square at row, col with the sign of the current playing player","indicates the row of the square, from 0 to 2","indicates the column of the square, from 0 to 2",void displayBoard(Board board),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מחשב כמה קומות המעלית צריכה לנוע, באיזה כיוון, ומבצע",newFloor,currentFloor,floorsChange,doorState,לכל קומה i מ-0 עד N-1: - עדכן את הקומה הנוכחית ל-i - פתח דלת - סגור דלת - עלה קומה אחת,MAX_BENEFITS_PER_MONTH,MONTHLY_BILL_TO_EARN_BENEFIT,benefits,"bool canUseBenefit(entitledBenefits, usedBenefits)",,,,,boolean,"0, 1",לספק את הבחירה שביצע של שחקן במשחק,"טיפוס של אפשרויות הבחירה במשחק - אבן, נייר ומספריים",,,,,
2018-05-27 17:13:44,2018-05-27 17:46:32,IP Address,,100,1967,True,2018-05-27 17:46:32,R_3mh3D6AZ4884mP0,,,,,,,anonymous,HE,נקבה,21,0,כן,תואר ראשון,1,כן,"levelRate(sizeOfBoard, numOfBoms)",timeOfGameSoFar,board,"חושף את המשבצות המתאימות בהינתן המשבצת שנלחצה ע""י המשתמש",,,,,,,,,,,,מחשב את השכר המגיע לעובד בהינתן מספר השעות שהוא עבד והשכר השעתי שלו.,"מייצג את מספר השעות שהעובד עבד, נועד לצורך חישוב השכר הכולל.","הפרמטר rate מייצג את השכר השעתי של העובד, נועד לצורך חישוב השכר הכולל.",return hours*rate,FULL_TIME_POSITION_HOURS,payForOvertime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"maxNumOfSandwiches(numOfBiscuits, cupsOfVanilla, wrappingPaper)","מחשבת את הרווח הצפוי ממכירת units יחידות של הגלידה במחיר price כל אחת, בהינתן שההוצאה על גלידה אחת היא cost.",מייצג את מספר הגלידות הנמכר,מייצג את העלות של אורי לגלידה אחת,מייצג את המחיר בו אורי מוכר יחידה של גלידה,מניע את המעלית לכיוון הקומה הרצויה בהינתן מספר הקומה הרצוי.,floorToReach,currentFloor,floorsToMove,isDoorOpen (a boolean variable),"for floor in range(1,MAX_FLOOR+1): moveTo(floor) openDoor()  בהנחה שmoveTo הוא קטע הקוד שסתיו מימשה. ",,,,,,,,,,,,,,,,,,,"[5,7,9]","משנה את הגודל של התמונה ביחס לfactor שניתן לה, (גדול מ1 מגדיל אותה וקטן מ1 מקטין אותה).",width *= factor,,
2018-05-27 17:34:50,2018-05-27 17:46:47,IP Address,,100,717,True,2018-05-27 17:46:47,R_3s6ve75lrwy3fZm,,,,,,,anonymous,HE,זכר,25,11,כן,תואר ראשון,2,כן,"difficulty(height, width, mines_count)",game_timer,mine_status,חוסף את המשבצת בשורה ובטור הנתונים,,,,,,,,,,,,pays an employee for given hours at a given rate,how many hours to pay for,there is no pay param,return hours*rate,FULL_TIME_CAP,OVERTIME_WAGE,,,,,,,,,,,,,,,grid,"puts an X or O in the given location, depending on which players turn it is",the row where the X or O should be marked,the column where the X or O should be marked,draw_grid(grid),,,,,,,,,,,,,,,,"def how_many_kasata(int biscuits, ice_cream, wrapper)",מחשב את הרווח הכספי שיתקבל במכירת units במחיר ייצור cost ובמחיר מכירה price,מספר היחידות ,עלות ייצור,מחיר מכירה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",משנה את גודל התמונה לפי הfactor,img.width *= sqrt(factor),,
2018-05-27 17:37:37,2018-05-27 17:48:52,IP Address,,100,675,True,2018-05-27 17:48:53,R_vIUTYy2oSCjaM49,,,,,,,anonymous,HE,זכר,26,0,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,Houres *rate,כמה שעות עבודה,מחיר לשעה,מחיר כפול שעה,Weekly houres,Hourly wage,,,,,,,,,,,,,,,,,,,,,,,,,Size,Sort files,List of files,List,Increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,לא יודע,לא יודע,לא,לא יודע,,,,,,,,,,מקטינה את גודל התמונה,SetWidth,,
2018-05-27 17:34:48,2018-05-27 17:49:44,IP Address,,100,895,True,2018-05-27 17:49:45,R_2WTOlFcThcYPCvw,,,,,,,anonymous,HE,זכר,26,10,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,"אם זאת פונקציית מחלקה של העובד אז משלם לעובד hours*rate שקלים, אחרת אין לי שמץ של מושג",כמה שעות העובד עבד,אין pay parameter,,capHoursCount,overtimeHourWage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,למיין את הקבצים לפי השם,רשימת הקבצים,רשימה ממויינת של קבצים,"expandFile(file, availableSpace)",,,,,,,,,,,,,,,,,,,,,,,MAX_BENEFITS_PER_MONTH,MIN_BENEFIT_SUM,currentMonthBenefitsEntitled,"canUseBenefit(currentMonthBenefitsEntitled, currentMonthBenefitsUsed) ",,,,,int,1 או 2,אובייקט שמתאר את השחקנים,,"[5,7,9]",מכפילה את הגודל ב-factor,image.width *= factor,,
2018-05-27 17:23:13,2018-05-27 17:50:25,IP Address,,100,1631,True,2018-05-27 17:50:25,R_1kLGA1PaQ5j0306,,,,,,,anonymous,HE,זכר,20,1,כן,תואר ראשון,1,,,,,,Yes,"public int chooseDifficulty(int gridSize,int numberOfMines)",gameTime,GridStructure ,to show what is in the cell,,,,,,,,,,,,,,,,cheeseLocation,visitedLocation ,maze,,,,,,,,,,,,,,,,,,,fileSize,sorts the files alphabetically   ,"int is an array of files, that you want sorted",a sorted array of files,"public boolean isEnouthSpace(File file,int inc,int space)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Max number of benefits ,ratio of money to benefit ,available benefit ,"public boolean useBenefit(int request , int used)",,,,,Player,"playerA,playerB",to update the player after a loss or victory ,type player and they can be player one or player two,"[1,2,3,4,5,6]",,,,
2018-05-27 17:42:21,2018-05-27 17:54:47,IP Address,,100,746,True,2018-05-27 17:54:48,R_23VLrSECeK8EJsT,,,,,,,anonymous,HE,נקבה,26,0,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cur_location,prev_location,labyrinty,,,,,,,,,,,,,,,,,,,,,file_size,מיון הקבצים בסדר ליקסוגרפי,אובייקט שמכיל את שמות כל הקבצים במערכת - טיפוס list או אובייקט מיוחד שבנינו מסוג FIles,רשימה ממויינת,"is_avilable(file_name,new_size,disk_avilable_place)","kasta(biscuit,ice_cup,wrapping_paper)","מה הרווח שניתן לקבל בהינתן כמות היחידות, עלות ליצירת יחידה, רווח ממכירה",כמות יחידות,כמה עולה לייצר יחידת מוצר,בכמה מוכרים יחידת מוצר,,,,,,,,,,,,,,,,,,,,,,pinuk_counter,last_month_credit,avilable_pinulks,"check_pinuk(get,used)",,,,,,מחשבת גודל מחדש בהינתן הפקטור לפיו יש לעצב מחדש,new_width=width,,
2018-05-27 17:41:45,2018-05-27 17:55:11,IP Address,,100,806,True,2018-05-27 17:55:12,R_1rHdeDBBM4pWctw,,,,,,,anonymous,HE,זכר,27,7,כן,תואר ראשון,2,,,,,,,,,,,מחשב כמה כסף העובד צריך לקבל,מספר השעות שהעובד עסד,שכר לשעה,return hours*rate,fullTimeHours,overTimeRate,,,,,,,,,,,,,cheeseCoords,visited,labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ingrediantsToCookies(int bis, int haldIceCreamCup, int wrapWidth, int wrapHeight)",מחשבת כמה רווח אפשר לעשות ממספר יחידות נתון,מספר היחידות הנתון,מחיר עלות ליחידה,מחיר מכירה ליחידה,decides wether the elevator should go up or down,requestedFloor,currentFloor,diffFloors,doorState,,,,,,,,,,,,,,,,,,,,,מגדילה או מקטינה אובייקט בפאקטור מסויים(לרוב עי כפל) ,pic.width = newWidth,,
2018-05-27 14:00:05,2018-05-27 18:06:48,IP Address,,100,14802,True,2018-05-27 18:06:48,R_2eXTJhilPEnnKAW,,,,,,,anonymous,HE,זכר,47,25,כן,דוקטורט ומעלה,1,,,,,,,,,,,,,,,,,,,,,,,current_target_room,visited,maze,,,,,,,current_state,Places a x or o at that location,,,plot (current_state),,,,,,,,,,,,,,,,size_in_bytes,לא ברור,,,,,,,,,"def how_many_sandwitches(b, v, p)",(price-cost)*units,,,,,,,,,,,,,,,,,,,,max_treats_per_month,treat_cost,gained_treats,"def is_remaningt_treat (gained, used)",,,,,"(1,2,3,4,5,6)",,,,
2018-05-27 17:46:20,2018-05-27 18:13:08,IP Address,,100,1608,True,2018-05-27 18:13:09,R_xaRFQen0RbDYMKd,,,,,,,anonymous,HE,זכר,20,2,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list,to put x or O,choose row,choose column,display(list a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,"0, 1, 2",know what was played,"0, 1 ,2",,,,,
2018-05-27 18:22:50,2018-05-27 18:38:47,IP Address,,100,956,True,2018-05-27 18:38:47,R_2THteUvAIScNKzp,,,,,,,anonymous,HE,נקבה,24,1,כן,תואר ראשון,2,כן,gameDifficulty,gameTime,mineNumber,חושף את המשבצת עליה שצריכה להחשף בסיום התור. (כלומר אם היא נלחצה או אם היא חלק מקבוצה),,,,,,,,,,,,"מחשב את כמות השעות שהעובד עבד ואת השכר לשעה שלו, ומחזיר את סך כל המשכורת שלו בהינתן כמות השעות שהוא עבד(hours).",כדי לדעת כמה שעות הוא עבד ,שכר לשעה עבור עובד מסוים,"pay(hours,rate) return hours*rate",raiseInfimum,raisePayment,,,,currentCheeseLocation,visited,maze,,,,,,,,,ticTacToeBoard,זה בודק האם המשבצת פנויה ומסמנת את המשבצת לפי המיקום שלה לפי השורה והטור שלה והשחקן הנוכחי.,שורה בלוח,עמודה בלוח,printGame(ticTacToeBoard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boolean,"true-A, false-B",להבדיל בין שחקן אחד לשחקן שתיים,"הם יכולים להיות מחרוזות, מספרים, אובייקטים מסוג שחקן","[5,7,9]",,,,
2018-05-27 19:04:15,2018-05-27 19:06:59,IP Address,,100,163,True,2018-05-27 19:07:00,R_1Gy6yiSEnzUFiYh,,,,,,,anonymous,HE,זכר,30,3,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"	(getDifficulty(width, height, numOfMines",timer,board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"amountOfKasates(numOfBisquits, amountOfIcecream, heightPlastic, widthPlastic)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 20:08:32,2018-05-27 20:37:35,IP Address,,100,1742,True,2018-05-27 20:37:35,R_1CfDt9366qxrjha,,,,,,,anonymous,HE,זכר,25,6,כן,תואר ראשון,1,כן,"Level calculateLevel(int boardSize, int minesNumber)",DateTime startedTime // Holds the starting time of the current game,GameCell,חושפת את המשבצת בשורה ועמודה הנתונות.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CorssBoard,ביצוע מהלך של השחקן הנוכחי בקאורדינאטה הנתונה.,השורה אותה השחקן בחר.,העמודה אותה השחקן בחר.,public void printToConsole(),size,"Given an array of files, returns the same array with the same files sorted by their the name field.",The files parameter is an array of files (File[]).,"The pointer to the same array, sorted by names. It could also be void.","private boolean canAdd(File file, int dataAmount, int freeDiskSpace)",,,,,,,,,,,,,,,,"Given the destination floor and the current floor, the code decides which direction the elevator should go to now, and how many floors it should move in that direction.",destinationFloor,currentFloor,floorDiff,isDoorOpened,if (isDoorOpened())    closeDoor() while (currentFloor &lt;= TOP_FLOOR)    go_up(1)    openDoor()    wait(5 * SECOND)    closeDoor(),,,,,,,MONTHLY_BENEFIT_LIMIT,BENEFIT_THRESHOLD,entitledBenefits,"boolean hasBenefits(entitledBenefits, usedBenefits)",,,,,Pointer to the winning player or a constant number,"player1, player2, null (no one won)",עצמים המייצגים את השחקנים או את הבחירות שלהם,Player object or an Enum shape,,,,,
2018-05-27 20:08:23,2018-05-27 20:53:01,IP Address,,100,2677,True,2018-05-27 20:53:01,R_2zXXTOE9QilNudt,,,,,,,anonymous,HE,זכר,26,5,כן,תואר ראשון,2,,,,,,,,,,,מעביר את המשכורת לעובד לפי מספר השעות שהוא עבד והשכר השעתי שלו.,לתת לפונקציה את מספר השעות עליהם העובד צריך לקבל שכר,לתת לפונקציה את כמו הכסף שהעובד אמור להרוויח לשעה אחת,"pay(hours, rate): 	amountOfMonetToPay = hours*rate 	this.trasferMoney(amountOfMonetToPay)",FULL_JOB_HOURS,ADDITINAL_HOUR_RATE,,,,,,,,,,,,,room curCheeseRoom,bool visited,room[] Rooms,,,,,,,,,,,board,הלוגיקה שמריצה כל שחקן קוראת לפונקציה זו על מנת לבצע מהלך במשחק.,לתת לפונקציה את שורת היעד של המהלך המבוקש,לתת לפונקציה את עמודת היעד של המהלך המבוקש,displayBoard(player),size,"returns a list (an array) of files, arranged by name",it's an array of size objects and those are the files that will be returned sorted,"an array of files, sorted by name","attemptToIncrease(file, newSize, availableSpace)",,,,,,,,,,,,,,,,,,,,,,"הקוד בוחן את הקומה אליה רוצה הסטודנט להגיע בהשוואה לקומה בה הוא נמצא כעת. בהתבסס על זה, הקוד יסיע את המעלית לקומה הרלוונטית ע""י תנועה בכיוון הרלוונטי.",destinationFloor,currentFloor,numberOfFloorsToMove,doorCurrentStatus,for each floor in numberOfFloors: 	go_up(1) 	open_elevator_door() ,,,,,,,,,,,,,,משנה את הגודל (בפיקסלים) של התמונה בפקטור שניתן בפרמטר,this.width = this.width/factor,,
2018-05-27 17:26:15,2018-05-27 23:14:41,IP Address,,100,20906,True,2018-05-27 23:14:42,R_3fVpJDdNh44p6wi,,,,,,,anonymous,HE,זכר,20,2,כן,תואר ראשון,2,,,,,,,,,,,משלם לעובדים,מספר השעות שעבד העובד,הכסף ששעה של העובד שווה,return hours*rate,45_extra,extra_salary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,כדי לסדר בסדר אלפאבתי את הקבצים files,לתת פוינטר למערך קבצים,מערך חדש עם קבצים מסודרים לפי האלפבית,check_enough_memory,,,,,,"int can_produce(int biscuits, int ice_cresm, int paper)",Returns the profit we can make by buying units of something,Know how many units we are buying,know the cost of each unit,the price we are going to sell each unit,Get buttons that are pressed and decide if to go up or down,up_buttons,down_buttons,floors_num,Door_state,While(button_pressed) go-up(1) open_door() Close_door(),,,,,,,,,,,,,,,Player,"player,int,string",להעביר לפונקציה פוינטר לשחקנים,Class player,"[5,7,9]",,,,
